file_name,dialect,speaker_id,duration_seconds,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,delta_mfcc_0_mean,delta_mfcc_0_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta_mfcc_12_mean,delta_mfcc_12_std,centroid_mean,centroid_std,rolloff_mean,rolloff_std,bandwidth_mean,bandwidth_std,contrast_0_mean,contrast_1_mean,contrast_2_mean,contrast_3_mean,contrast_4_mean,contrast_5_mean,contrast_6_mean,zcr_mean,zcr_std,rms_mean,rms_std,tempo,pause_ratio,pitch_mean,pitch_std,pitch_range,peak_count,peak_strength_mean,peak_strength_std,peak_density,peak_freq_spread,peak_time_spread
00BKXlA95g.wav,EGY,00BKXlA95g,9.418,-131.45567321777344,25.344512939453125,133.17054748535156,23.728139877319336,-42.95064163208008,23.962310791015625,-7.299344539642334,15.194039344787598,-33.5828971862793,11.495206832885742,11.049728393554688,11.910608291625977,-19.386323928833008,8.24195384979248,12.221924781799316,8.748615264892578,2.8679497241973877,8.60651969909668,-1.019033432006836,7.753052711486816,-6.531646728515625,7.470931053161621,-7.733668327331543,7.89200496673584,-6.091522693634033,6.325581073760986,0.045382309705019,4.01614236831665,0.0967165008187294,4.646594047546387,0.08936614543199539,4.352198600769043,-0.004472777713090181,2.6134378910064697,0.010913567617535591,2.0222883224487305,-0.032208070158958435,1.9558783769607544,-0.033653393387794495,1.6170508861541748,-0.11710505187511444,1.6784412860870361,-0.10440666973590851,1.2662254571914673,0.058943286538124084,1.3225533962249756,0.0794493556022644,1.4592043161392212,0.042284660041332245,1.3865418434143066,-0.04793361574411392,1.0477030277252197,1291.9705447399144,315.05286503041054,2225.0794491525426,968.2812401165619,1172.576655076354,332.4207610482777,17.742291231839076,16.537553083653332,21.29009395157709,21.74920210760863,20.099064192641926,24.352233667427324,32.311033415604015,0.10871292372881355,0.024050148380556753,0.1421154886484146,0.07540685683488846,93.75,0.0,900.45556640625,541.702392578125,3841.75,100.0,0.897020947933197,0.03591483480259618,10.61817699173773,0.03944080261802265,0.2556099795772726
0FAa4lwydc.wav,EGY,0FAa4lwydc,3.808,-150.36367797851562,75.07793426513672,19.703229904174805,33.783206939697266,-7.72368049621582,31.62140655517578,31.683076858520508,26.99625587463379,-29.31749725341797,20.38083267211914,11.809468269348145,17.47768211364746,-16.08469009399414,15.0696439743042,22.289695739746094,14.044005393981934,-19.96279525756836,10.815916061401367,10.349080085754395,12.598653793334961,-8.897234916687012,10.09550952911377,-1.1801549196243286,13.866796493530273,-1.5625778436660767,11.280997276306152,-1.5135759115219116,16.33942985534668,0.5079318284988403,6.442404270172119,-0.5932182669639587,6.897263526916504,-0.639788031578064,5.5461578369140625,0.44310691952705383,4.330714702606201,0.0003328502061776817,3.4496753215789795,-0.017994603142142296,3.4054126739501953,-0.41406622529029846,2.7753477096557617,0.3824675381183624,1.8070801496505737,-0.2867528200149536,2.495182514190674,-0.009408367797732353,2.088643789291382,0.4351787865161896,2.766040563583374,0.3923032879829407,2.6930391788482666,2909.3167999413918,681.0692758043748,5038.671875,679.8250654010384,1912.342710148612,225.83070850458566,15.728255311094,21.189434915865693,22.042361223766463,20.12663265532763,19.66735061580965,22.0164210534888,42.26486189041287,0.2633463541666667,0.11780396686639959,0.10404496639966965,0.06520579755306244,75.0,0.0,1995.421875,1047.90673828125,3838.79150390625,100.0,0.8809968864917755,0.03969863189106798,26.260504201680675,0.2285500043102361,0.30258742268182337
0Ip0DlajZk.wav,EGY,0Ip0DlajZk,7.04,-134.784912109375,36.15028762817383,129.4525909423828,22.37748146057129,-44.974361419677734,29.670368194580078,-1.1516938209533691,14.44256591796875,-28.4067440032959,13.592052459716797,12.302628517150879,9.170964241027832,-19.98774528503418,10.835129737854004,11.091578483581543,8.98609733581543,0.48513102531433105,9.317447662353516,1.047651767730713,7.301204681396484,-3.690204620361328,8.633986473083496,-4.04356050491333,7.788387298583984,-6.438045501708984,6.407498359680176,-0.05731775239109993,7.394564628601074,-0.14352408051490784,4.137648582458496,0.001408080686815083,5.847263336181641,-0.05617590248584747,2.745222806930542,0.0380396693944931,2.9071240425109863,0.034217238426208496,1.6508549451828003,0.01421474851667881,1.9902057647705078,0.12055762112140656,1.699841022491455,0.05379986763000488,1.6923091411590576,0.08241254091262817,1.1502090692520142,0.04983259737491608,1.4950240850448608,-0.026202162727713585,1.4282104969024658,-0.041726142168045044,1.1888045072555542,1359.0234562133971,281.26966380046065,2356.8297511312217,883.8088805106933,1233.943840684414,324.9519318307542,17.75933826461058,15.452138012921347,19.557982701199954,20.514680796348618,19.363702173534527,23.461484775028033,32.507355914857825,0.11170593537895927,0.02487711085141334,0.1255950927734375,0.08463780581951141,144.23076923076923,0.0,1022.3386840820312,669.544921875,3829.635009765625,100.0,0.8890292418003082,0.04235896322873817,14.204545454545455,0.05245838068186444,0.2809868824325676
0JNkJ96umx.wav,EGY,0JNkJ96umx,5.0,-285.04864501953125,98.02422332763672,106.56147766113281,65.42741394042969,-18.384281158447266,54.16151809692383,-22.19642448425293,48.94198226928711,6.123862266540527,30.89967918395996,-5.650644779205322,28.110139846801758,-19.600595474243164,33.70720291137695,22.50459098815918,30.54768180847168,-46.84767532348633,24.792417526245117,-18.528610229492188,29.274782180786133,-26.643144607543945,20.774925231933594,-19.902057647705078,19.12668800354004,-27.641538619995117,18.83510971069336,-0.5139283537864685,21.2203369140625,1.163883090019226,12.735516548156738,-0.4657784104347229,12.304107666015625,-0.257316529750824,9.584881782531738,-0.0416083000600338,5.778132915496826,-0.1851334571838379,5.655353546142578,0.41409555077552795,6.523204803466797,-0.18992382287979126,5.756035327911377,0.42659804224967957,4.83040189743042,0.1087292954325676,5.349114418029785,0.21077290177345276,3.2698214054107666,-0.19047392904758453,3.096961259841919,0.020645305514335632,3.5080080032348633,1668.6265762928454,1374.6488676738818,2689.7392515923566,1846.2947180681308,1126.8618452414155,538.1004688108308,32.36293017749572,21.14979437365566,28.76730761214869,28.828996650106255,35.5880065101548,33.21366400695104,26.22256053791679,0.16678381269904458,0.15718667901914118,0.09528319537639618,0.057073742151260376,187.5,0.0,1209.7149658203125,781.0008544921875,3807.451171875,100.0,0.8740034711360931,0.04428115631529703,20.0,0.21902532671859545,0.34375638778357537
0KxRIDbVmD.wav,EGY,0KxRIDbVmD,12.256,-4.488648414611816,104.20372772216797,103.4865951538086,27.65903091430664,-29.889612197875977,15.333945274353027,15.951395988464355,12.338561058044434,-7.1764702796936035,10.970175743103027,4.857638359069824,9.464162826538086,-9.28537654876709,9.444348335266113,4.983911037445068,8.687304496765137,-1.4453182220458984,7.326991558074951,2.3447372913360596,8.318000793457031,-8.359217643737793,8.02048397064209,1.3832679986953735,6.135101795196533,-10.399930000305176,5.7128143310546875,-0.16850347816944122,13.597294807434082,0.018237734213471413,4.733765125274658,-0.1038944348692894,2.3623204231262207,0.0313546247780323,1.761582851409912,0.06341440230607986,1.4096959829330444,-0.012174509465694427,1.719275951385498,-0.025875471532344818,1.4571385383605957,-0.017573093995451927,1.402228593826294,0.014917842112481594,1.359167456626892,-0.013717000372707844,1.3987783193588257,-0.05653959512710571,1.265140414237976,0.00420689070597291,0.9482218623161316,-0.013206574134528637,1.1095329523086548,1583.33059553503,422.1446001941309,3050.6184895833335,850.665523184483,1536.766936490528,237.89238215722892,21.353340131095592,13.880050192474968,15.70501350843445,15.77174327083589,17.07019165795525,17.083755310229453,29.712755499848026,0.10445785522460938,0.040928726645150036,0.36125633120536804,0.29221975803375244,98.6842105263158,0.0,1174.9869384765625,770.4012451171875,3842.920654296875,100.0,0.9443938261270524,0.025501850078828377,8.159268929503916,0.09334860699509585,0.26616401086972624
0Pg4i1RxGF.wav,EGY,0Pg4i1RxGF,5.216,-374.7945556640625,113.775390625,108.5463638305664,39.55693054199219,11.122754096984863,24.516454696655273,26.55600357055664,20.6450252532959,-14.575787544250488,19.775333404541016,7.633519649505615,12.005901336669922,-8.71873664855957,12.445287704467773,-1.374314308166504,15.896025657653809,-5.2048420906066895,8.403695106506348,-1.6158125400543213,13.21389102935791,9.480400085449219,12.201589584350586,12.334409713745117,8.54547119140625,-6.58408784866333,8.942032814025879,-0.4995602071285248,17.999897003173828,-0.6022561192512512,6.7180256843566895,-0.1425047367811203,5.0311198234558105,0.32290589809417725,3.6868960857391357,0.2246163934469223,3.6617071628570557,0.08363111317157745,2.379638671875,-0.17560742795467377,1.953590989112854,0.07696464657783508,2.870103120803833,0.002350411843508482,1.5128523111343384,-0.03920024633407593,2.1443934440612793,0.04547237604856491,2.0482921600341797,-0.013298781588673592,1.3168915510177612,-0.11695664376020432,1.564183235168457,1468.5842639891166,732.2716964819509,3085.651676829268,1634.5693195681731,1608.4719907717506,459.36758057122165,20.11369663594642,17.95754579014912,20.376376434851657,17.739093264687384,16.57746429306688,20.005980651101144,29.83069009926076,0.10100276295731707,0.07146620214051462,0.020842112600803375,0.01334398239850998,93.75,0.12195121951219512,1218.3741455078125,1020.9102783203125,3839.90185546875,100.0,0.9046830880641937,0.02884063024386567,19.171779141104295,0.060373730131362435,0.2873946270329503
0reAsKUtV4.wav,EGY,0reAsKUtV4,4.968,-279.88665771484375,73.14144134521484,175.65081787109375,44.89549255371094,24.530126571655273,55.102516174316406,10.218534469604492,43.102840423583984,-5.470855712890625,24.976364135742188,-24.352235794067383,31.0137882232666,-13.028532981872559,24.0010929107666,-2.037297248840332,22.5865535736084,-10.11221981048584,15.01794147491455,-12.722835540771484,15.500260353088379,-8.694259643554688,14.821066856384277,-2.88114070892334,16.865509033203125,-9.253716468811035,17.363435745239258,-0.29493317008018494,16.622800827026367,0.08439208567142487,8.566807746887207,0.5620301365852356,12.571538925170898,-0.15476542711257935,9.394380569458008,-0.4549942910671234,5.184743881225586,0.23374293744564056,6.239531517028809,0.4159196615219116,5.1245245933532715,0.0444708988070488,4.587671756744385,0.006310713477432728,2.9764280319213867,0.054763104766607285,2.938857316970825,-0.1869451254606247,2.4420218467712402,-0.2816207706928253,3.0967843532562256,-0.18801793456077576,3.211796998977661,684.6169264803574,619.9025850217397,1187.099358974359,1117.7794775940547,641.8940102003047,448.8337768078743,35.15627512323097,20.724788802821692,22.935693787023734,28.98935256632174,34.18663052300909,30.03466934214107,19.458464023054965,0.05828700921474359,0.05615583340858167,0.17273391783237457,0.06621178984642029,144.23076923076923,0.0,707.608642578125,518.4013671875,3478.08349609375,100.0,0.9193262082338333,0.03308482893449429,20.12857124885204,0.05648474467546758,0.2937866172629897
0txqoK69OL.wav,EGY,0txqoK69OL,4.544,-133.12347412109375,25.528528213500977,120.00224304199219,23.843679428100586,-26.367368698120117,19.470970153808594,5.307475566864014,16.546222686767578,-31.40508270263672,11.43205451965332,11.618109703063965,11.382715225219727,-19.160402297973633,8.269224166870117,11.62652587890625,8.83592414855957,-8.54150390625,6.501651763916016,0.3932259976863861,7.787478923797607,-8.573140144348145,7.683002471923828,0.9170278310775757,7.111670017242432,-7.55300760269165,6.664766311645508,-0.3217272162437439,5.029031276702881,-0.13203412294387817,4.855461120605469,0.11421234160661697,4.051092624664307,-0.07687117904424667,3.289470672607422,0.17319273948669434,2.6482021808624268,0.009857337921857834,2.501544952392578,0.06799991428852081,1.341530680656433,0.037011370062828064,1.6354684829711914,0.0889582633972168,1.3072720766067505,0.16718050837516785,1.4477466344833374,0.06360538303852081,1.4557969570159912,0.07273098081350327,1.2921944856643677,0.020174885168671608,1.3567190170288086,1448.5282918081368,434.6893577243445,2711.374562937063,988.0527161998873,1396.0672117421652,254.4080332601955,17.341289809364167,15.774936481791816,19.754188004565204,20.098012649630224,18.224023116631052,19.739536844429203,35.76551376893432,0.11374904392482517,0.05717897535591229,0.09942556172609329,0.050000451505184174,81.52173913043478,0.0,1039.7904052734375,835.9609375,3836.2763671875,100.0,0.8683678704500198,0.044633116705617676,22.007042253521128,0.07157731516775474,0.25934885388278744
0ugnpJBMXb.wav,EGY,0ugnpJBMXb,9.6,-329.1326599121094,123.32185363769531,109.44601440429688,84.76483154296875,3.4828083515167236,41.39873504638672,41.367740631103516,38.977901458740234,-7.684765815734863,25.31788444519043,11.697452545166016,21.81220245361328,-6.968150615692139,21.431636810302734,-5.520744800567627,21.199968338012695,-3.4200825691223145,15.651774406433105,-1.7837616205215454,16.636486053466797,-11.890576362609863,12.289314270019531,-6.241076946258545,13.077953338623047,-0.37533828616142273,12.368915557861328,-0.19985516369342804,22.688507080078125,-0.15057425200939178,17.12548065185547,-0.10706198960542679,7.972082138061523,-0.3770626187324524,7.835221290588379,0.024561448022723198,4.943148136138916,0.03866827115416527,4.169227123260498,-0.03817780315876007,3.843968391418457,0.11587835103273392,4.422206401824951,0.07153104990720749,3.3054821491241455,0.12431523948907852,3.6128857135772705,-0.032737769186496735,2.3698015213012695,-0.01051167119294405,2.5755674839019775,-0.03762790188193321,2.268065929412842,1361.1967730180336,1058.1720013121671,2382.50103820598,1691.0827850346027,1163.6208878933562,436.41621276956033,20.975569879458526,14.273048262919268,17.795909405516873,17.520136540496843,19.425090259525035,26.483563264718228,25.92544475144909,0.12408021438953488,0.11572008237073671,0.055779922753572464,0.042267974466085434,156.25,0.0664451827242525,1658.2015380859375,1152.9490966796875,3842.6298828125,100.0,0.9385300928354263,0.026726567581881352,10.416666666666668,0.0457730967966204,0.24040956719731435
149KsoerHt.wav,EGY,149KsoerHt,11.296,-197.53781127929688,98.3818130493164,95.75785827636719,28.939476013183594,-5.245705604553223,27.220355987548828,9.491289138793945,19.909440994262695,-24.263324737548828,22.97696876525879,-1.5098507404327393,12.924673080444336,-29.005279541015625,16.52957534790039,-8.244149208068848,11.583759307861328,-19.902036666870117,11.54493236541748,-8.501805305480957,9.38719654083252,5.630336284637451,9.732969284057617,26.602731704711914,9.596043586730957,-1.523080587387085,10.93159294128418,-0.2056017518043518,13.281159400939941,-0.020814906805753708,4.955074787139893,-0.08383025974035263,4.567629814147949,-0.100947804749012,3.7298529148101807,-0.12160728871822357,3.6098406314849854,-0.010011443868279457,2.2488791942596436,0.0800774022936821,2.629379987716675,0.06681006401777267,2.086841106414795,0.07514743506908417,1.9566763639450073,-0.022017672657966614,1.7587437629699707,0.009270776063203812,1.7197418212890625,0.04403155669569969,1.5359246730804443,-0.0030356207862496376,1.6618269681930542,1550.4400868199582,584.8105371646234,3156.4265536723165,1275.807924624703,1564.9303768113268,311.4189692415545,29.05819223961001,19.390384283198177,20.193119312185413,22.709240658351902,23.947144511361238,24.278015455293783,36.36442064731667,0.1055128884180791,0.06586804435033419,0.10248744487762451,0.07950332760810852,170.45454545454547,0.01694915254237288,1134.95166015625,934.4539184570312,3843.18017578125,100.0,0.8977084970474243,0.03543730497303526,8.852691218130312,0.05541086482566287,0.27972862432546874
